violation_type,count
"[""DEFECTIVE NUMBER PLATE"",""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""PARKING IN A MAIN ROAD"",""NO PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING""]",1
"[""NO PARKING"",""DOUBLE PARKING"",""PARKING ON FOOTPATH""]",1
"[""WRONG PARKING"",""PARKING ON FOOTPATH"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""USING BLACK FILM/OTHER MATERIALS"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DOUBLE PARKING"",""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DOUBLE PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""NO PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE""]",1
"[""PARKING IN A MAIN ROAD"",""NO PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DEFECTIVE NUMBER PLATE"",""DEMANDING EXCESS FARE""]",1
"[""DOUBLE PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""DEFECTIVE NUMBER PLATE"",""DEMANDING EXCESS FARE"",""REFUSE TO GO FOR HIRE"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""NO PARKING"",""WRONG PARKING"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING""]",1
"[""DOUBLE PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING IN A MAIN ROAD""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING ON FOOTPATH"",""NO PARKING"",""WRONG PARKING"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""DOUBLE PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""NO PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""NO PARKING"",""PARKING ON FOOTPATH"",""PARKING OTHER THAN BUS STOP""]",1
"[""DOUBLE PARKING"",""OBSTRUCTING DRIVER"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING ON FOOTPATH"",""DEFECTIVE NUMBER PLATE"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""USING BLACK FILM/OTHER MATERIALS"",""WRONG PARKING""]",1
"[""DEFECTIVE NUMBER PLATE"",""AGAINST ONE WAY/NO ENTRY"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING IN A MAIN ROAD"",""NO PARKING"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""REFUSE TO GO FOR HIRE""]",1
"[""H T V PROHIBITED"",""OBSTRUCTING DRIVER"",""WRONG PARKING"",""PARKING IN A MAIN ROAD""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING ON FOOTPATH"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING""]",1
"[""NO PARKING"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING OTHER THAN BUS STOP""]",1
"[""DEFECTIVE NUMBER PLATE"",""PARKING IN A MAIN ROAD"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""RIDER NOT WEARING HELMET"",""WITHOUT SIDE MIRROR"",""2W/3W - USING MOBILE PHONE""]",1
"[""REFUSE TO GO FOR HIRE"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE"",""OBSTRUCTING DRIVER"",""WRONG PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE""]",1
"[""H T V PROHIBITED"",""WRONG PARKING"",""AGAINST ONE WAY/NO ENTRY""]",1
"[""OBSTRUCTING DRIVER"",""PARKING OTHER THAN BUS STOP"",""NO PARKING"",""PARKING IN A MAIN ROAD""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""DOUBLE PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""WRONG PARKING"",""REFUSE TO GO FOR HIRE""]",1
"[""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""NO PARKING""]",1
"[""DEFECTIVE NUMBER PLATE"",""WITHOUT SIDE MIRROR"",""PARKING ON FOOTPATH"",""NO PARKING""]",1
"[""WRONG PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DEFECTIVE NUMBER PLATE""]",1
"[""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DEFECTIVE NUMBER PLATE""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""DEFECTIVE NUMBER PLATE"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING OTHER THAN BUS STOP"",""NO PARKING""]",1
"[""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING ON FOOTPATH""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""NO PARKING""]",1
"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""DOUBLE PARKING""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING"",""PARKING NEAR ROAD CROSSING"",""NO PARKING""]",1
"[""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING ON FOOTPATH""]",1
"[""NO PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING IN A MAIN ROAD"",""WRONG PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""DOUBLE PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""DOUBLE PARKING"",""FAIL TO USE SAFETY BELTS"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""REFUSE TO GO FOR HIRE"",""VIOLATING LANE DISIPLINE"",""U TURN PROHIBITED"",""STOPING ON WHITE/STOP LINE""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING IN A MAIN ROAD"",""NO PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""DEFECTIVE NUMBER PLATE"",""DOUBLE PARKING"",""NO PARKING"",""WRONG PARKING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""DOUBLE PARKING"",""WRONG PARKING""]",1
"[""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING IN A MAIN ROAD""]",1
"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""NO PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""WRONG PARKING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""PARKING OTHER THAN BUS STOP""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""DOUBLE PARKING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""WRONG PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""WRONG PARKING""]",1
"[""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""DEFECTIVE NUMBER PLATE""]",1
"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""USING BLACK FILM/OTHER MATERIALS"",""NO PARKING""]",1
"[""WRONG PARKING"",""NO PARKING"",""REFUSE TO GO FOR HIRE"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING ON FOOTPATH"",""DOUBLE PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""NO PARKING"",""WRONG PARKING"",""DOUBLE PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING""]",1
"[""DEFECTIVE NUMBER PLATE"",""DOUBLE PARKING"",""NO PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""NO PARKING"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING""]",1
"[""WRONG PARKING"",""REFUSE TO GO FOR HIRE"",""PARKING ON FOOTPATH""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""REFUSE TO GO FOR HIRE""]",1
"[""DOUBLE PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING""]",1
"[""DEFECTIVE NUMBER PLATE"",""VIOLATING LANE DISIPLINE"",""NO PARKING"",""WRONG PARKING""]",1
"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""REFUSE TO GO FOR HIRE"",""DEMANDING EXCESS FARE""]",1
"[""PARKING ON FOOTPATH"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING NEAR ROAD CROSSING"",""REFUSE TO GO FOR HIRE"",""WRONG PARKING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR ROAD CROSSING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""REFUSE TO GO FOR HIRE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""REFUSE TO GO FOR HIRE""]",1
"[""DEFECTIVE NUMBER PLATE"",""NO PARKING"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""REFUSE TO GO FOR HIRE""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING""]",1
"[""DOUBLE PARKING"",""PARKING ON FOOTPATH"",""WRONG PARKING""]",1
"[""WRONG PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR ROAD CROSSING"",""PARKING ON FOOTPATH""]",1
"[""DOUBLE PARKING"",""WRONG PARKING"",""VIOLATING LANE DISIPLINE""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING IN A MAIN ROAD""]",1
"[""DEFECTIVE NUMBER PLATE"",""WRONG PARKING"",""DEMANDING EXCESS FARE""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""WRONG PARKING"",""NO PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""NO PARKING"",""WRONG PARKING"",""REFUSE TO GO FOR HIRE""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""NO PARKING""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""NO PARKING"",""DEFECTIVE NUMBER PLATE"",""REFUSE TO GO FOR HIRE""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""PARKING ON FOOTPATH""]",1
"[""H T V PROHIBITED"",""OBSTRUCTING DRIVER"",""AGAINST ONE WAY/NO ENTRY"",""WRONG PARKING"",""NO PARKING"",""PARKING IN A MAIN ROAD""]",1
"[""WRONG PARKING"",""DEFECTIVE NUMBER PLATE"",""PARKING IN A MAIN ROAD"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR ROAD CROSSING""]",1
"[""WRONG PARKING"",""NO PARKING"",""DOUBLE PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""DEMANDING EXCESS FARE""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING OTHER THAN BUS STOP""]",1
"[""NO PARKING"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""NO PARKING"",""REFUSE TO GO FOR HIRE""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""PARKING ON FOOTPATH"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING"",""NO PARKING"",""REFUSE TO GO FOR HIRE"",""USING BLACK FILM/OTHER MATERIALS""]",1
"[""NO PARKING"",""PARKING IN A MAIN ROAD"",""PARKING OTHER THAN BUS STOP"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""PARKING IN A MAIN ROAD"",""DOUBLE PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""WRONG PARKING""]",1
"[""WRONG PARKING"",""NO PARKING"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING NEAR ROAD CROSSING"",""REFUSE TO GO FOR HIRE""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DEFECTIVE NUMBER PLATE"",""NO PARKING""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DEFECTIVE NUMBER PLATE""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""H T V PROHIBITED"",""DEFECTIVE NUMBER PLATE"",""NO PARKING""]",1
"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""NO PARKING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""PARKING IN A MAIN ROAD"",""DEFECTIVE NUMBER PLATE""]",1
"[""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""DOUBLE PARKING""]",1
"[""PARKING ON FOOTPATH"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""DOUBLE PARKING"",""WRONG PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DEFECTIVE NUMBER PLATE""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""DEMANDING EXCESS FARE""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""WRONG PARKING"",""NO PARKING"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC""]",1
"[""NO PARKING"",""WRONG PARKING"",""DOUBLE PARKING"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE""]",1
"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""NO PARKING"",""DEFECTIVE NUMBER PLATE""]",1
"[""DEFECTIVE NUMBER PLATE"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS"",""NO PARKING""]",1
"[""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""WRONG PARKING"",""NO PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD"",""PARKING ON FOOTPATH"",""PARKING NEAR ROAD CROSSING""]",1
"[""PARKING IN A MAIN ROAD"",""WRONG PARKING"",""PARKING NEAR ROAD CROSSING"",""PARKING NEAR TRAFFIC LIGHT OR ZEBRA CROSS""]",1
